"REAL ESTATE"	"Managing Director, Morgan Stanley"
"PC DIVISION"	"PCD SALES SPECIALIST"
"WW SALES"	"SWG Technical Strategy"
"NONE"	"Technical Specialist"
"STRATEGIC OUTSOURCING"	"ITS PARTS PLANNING ANALYS"
"11"	"IT Consulting Delivery Manager"
"PUBLIC SECTOR"	"Senior Consultant"
"0"	"Project Specialist"
"0"	"Senior Sales Specialist - Manager"
"2"	"SENIOR SECRETARY"
"0"	"Staff Software Engineer"
"0"	"Software Engineer"
"REAL ESTATE"	"Client Services Manager - Central Texas Cluster"
"0"	"Advisory Project Manager"
"0"	"Sales Specialist"
"2"	"Manager of Business Management, e-BHS Nordic"
"PUBLIC SECTOR"	"Web and User-Interface Design, Usability Engineering, e-commerce, UCD"
"0"	"QUALITY - SIX SIGMA"
"0"	"Project Executive"
"PUBLIC SECTOR"	"Contract Manager - State Farm Insurance"
"PUBLIC SECTOR"	"Manager, DB2 UDB Information Development Operations and Infrastructure"
"SEC F&S OPS"	"Vice President, GARS Americas"
"PUBLIC SECTOR"	"Advisory I/T Specialist"
"HUMAN RESOURCES"	"Program Director, IBM Academy of Technology"
"2"	"EMEA SWG, Customer Success Program mgr"
"SOFTWARE SALES"	"Manager, WW Ops. Healthcare & Life Sciences"
"2"	"EMEA Integrated Mktg Mgr, IBM Forum Centers"
"MARKETING"	"Executive Program Manager for IMC"
"PUBLIC SECTOR"	"Contracts & Negotiations - Global Business Development"
"SG&A"	"Chief Strategist and Business Line Executive, Data Retention Solutions"
"0"	"Project Manager, PMP"
"FINANCE"	"Integrated Solution Develpoment"
"WW SALES"	"Information Architect (PDG-West)"
"REAL ESTATE"	"Chief Architect Federal SWG"
"TG STAFF"	"PLY Technician"
"2"	"Director, IBM Global Acc"
"SOFTWARE SALES"	"WW Collateral Lead-Global Sectors & Solutions"
"WW SALES"	"Sr. Program Manager WW SWG I/T Security & Controls"
"PUBLIC SECTOR"	"Test Project Manager"
"SG&A"	"IBM Server Group BTE Staff 7T Development"
"2"	"SOFTWARE ENGINEER"
"MARKETING"	"On Demand Business Customer Programs"
"2"	"Service Centre Manager BCRS CPT"
"0"	"Application Programmer"
"2"	"BT - AS/400"
"80"	"SENIOR CONTRACTS AND NEGOTIATI"
"WW SALES"	"Software Group FA"
"0"	"AMS"
"2"	"NS Outsourcing Global and EMEA DSM  -----   EMEA Networking Support Operations"
"2"	"Ingénieur d'Affaires Sédentaire - Agence IDF Secteur Services"
"TG STAFF"	"Director, Deep Computing Marketing"
"2"	"MANAGER OF TWN BUSINESS OPERATIONS"
"WW SALES"	"WebSphere - EJB Container, Admin Console, Componentization (SPX)"
"STRATEGIC OUTSOURCING"	"Service Perform & Delivery, Offering Development"
"PUBLIC SECTOR"	"Global Web Architecture - Application Architect"
"TG STAFF"	"Director, Strategic Technology Manufacturing"
"SO"	"Managing Consultant"
"2"	"Software Account Manager"
"STRATEGIC OUTSOURCING"	"Midland SSR"
"SG&A"	"Developing and enhancing Windows clustering/storage solutions; Assist Windows development efforts in IBM"
"2"	"Sales Operations Manager - SMB"
"REAL ESTATE"	"Development Tools Technical Sales"
"PUBLIC SECTOR"	"Data Warehousing in Insurance"
"RESEARCH"	"SAM technology lead"
"2"	"AS400-iSeries-i5 Consultant"
"PUBLIC SECTOR"	"Senior Professional Dev Mgr"
"WW SALES"	"WC Order, Payment and Telesales"
"SYS GROUP MFG"	"Mfg Information Technology, SystemsPlanning and Architecture"
"NONE"	"Advisory Sales Specialist - Cross Sector zSeries Sales"
"NONE"	"m-learning, e-learning, IT-Architect, Technical Thought Leader"
"REAL ESTATE"	"Senior Inside Client Representative - Cincinnati/Dayton"
"REAL ESTATE"	"Technical Sales Specialist-eServer,zSeries-SW, HW, Capacity Planning-Techline, Western Region"
"WW SALES"	"Analyst Relations"
"STRATEGIC OUTSOURCING"	"Sr Marketing Manager,  Global IGS SMB"
"2"	"STAFF PROCUREMENT PROFESSIONAL"
"SG&A"	"Manager, Americas Reports          Customer Satisfaction"
"SG&A"	"Staff Software Engineer"
"WW SALES"	"Editor, Tivoli Software Intranet"
"PUBLIC SECTOR"	"I/T Architect & Consulting"
"2"	"Manager, On Demand AMS Strategy and DBCS Center"
"WW SALES"	"Executive Project Manager"
"2"	"Global Focus Business Manager"
"PUBLIC SECTOR"	"IT Architect"
"PUBLIC SECTOR"	"Senior IT Specialist"
"MS"	"Sales Plan Design & Policy"
"WW SALES"	"General Manager, Tivoli Software, Software Group"
"REAL ESTATE"	"Business Partner Territory Representative"
"HUMAN RESOURCES"	"Manager, PR Corporate Communications"
"IS"	"AMS Sales Leader, EMEA South"
"GS"	"Screen Design, Flash Design, Information Design :: IBM  Interactive Branding & Design Services"
"PUBLIC SECTOR"	"Partner, Practice Area Leader, Supply Chain Management, Industrial"
"0"	"Application Programmer"
"SOFTWARE GROUP"	"WebSphere Portal L2 Support"
"NONE"	"AMS Internal Communication"
"WW SALES"	"SWG Advanced Projects Team"
"STRATEGIC OUTSOURCING"	"AS/400 I/T Specialist IGS-Integrated Technology Services"
"PUBLIC SECTOR"	"STSM,  Bioinformatics data and application integration"
"HUMAN RESOURCES"	"Manager of Innovation Projects, Extreme Blue"
"0"	"iTSR South"
"STRATEGIC OUTSOURCING"	"Project Executive, IBM e-business Services - Americas"
"SYS GROUP MFG"	"Project Manager, SOVA order validation, Deliver MES & New orders together, BOSCO for Configuration Mgmt"
"SG&A"	"Systems Architect"
"0"	"Staff Human Resource Professional"
"TG STAFF"	"eDRAM Process Integration"
"WW SALES"	"IGS Project Manager"
"0"	"Network Specialist"
"0"	"IT Specialist (Dev Support Team ,  Asia Pacific Operations)"
"0"	"Application Programmer"
"PUBLIC SECTOR"	"e-ESM Tools Development and Support"
"2"	"Manager, ERP Customers"
"PUBLIC SECTOR"	"Team Lead/IT Specialist"
"PUBLIC SECTOR"	"eBI ER SAP ABAP Consultant"
"SOFTWARE SALES"	"Marketing Manager - Wireless Solutions"
"REAL ESTATE"	"Client Executive - Horizon BCBSNJ,Wellchoice, Inc., Eclipsys,Mt. Sinai Hospital"
"TG STAFF"	"Program Director, Go to Market Leader, eServer Linux Clusters"
"PUBLIC SECTOR"	"senior counsel - strategic outsourcing"
"HUMAN RESOURCES"	"Web Technology & Server Infrastructure, Office of the CIO (BT/CIO)"
"WW SALES"	"DB2 System Test"
"2"	"Director, BT & IT EMEA Enterprise Functions"
"PROCUREMENT"	"Global Sourcing Council -- Telecommunications"
"PUBLIC SECTOR"	"VM System Support Programmer"
"SEC F&S OPS"	"Financing Sales Executive, ibm.com"
"2"	"IGS SO Service Delivery"
"SG&A"	"Worldwide Sales Executive - Grid"
"HUMAN RESOURCES"	"Vice President Media Relations"
"DEVELOPER RELATIONS"	"Program Manager - Application Enabling Program; IBM Innovation Center for Business Partners"
"PUBLIC SECTOR"	"Remedy Consultant"
"WW SALES"	"Systems and software consulting"
"2"	"Marketing Team Leader"
"WW SALES"	"Internal and Executive Communications"
"WW SALES"	"z/OS Comm Server Development manager"
"REAL ESTATE"	"Client Rep FSS EAST- Summit Program"
"PUBLIC SECTOR"	"Process Architect"
"SG&A"	"Language Environment & C/C++ run-time library development"
"DEVELOPER RELATIONS"	"Grid Infrastructure, Linux (RedHat, SuSE) across eServer and Virtualization (VE)"
"NONE"	"Information Integration"
"SOFTWARE GROUP"	"SENIOR PROGRAMMER MANAGER"
"WW SALES"	"Education!"
"PROCUREMENT"	"OSC Buyer"
"RESEARCH"	"Editor, w3.research"
"HUMAN RESOURCES"	"Director, Compensation & Benefits Communications"
"REAL ESTATE"	"C&P, Global Alliance Executive"
"2"	"Advisory IT Specialist"
"RESEARCH"	"Manager, Human Interface Research, Ease of Use Department"
"PUBLIC SECTOR"	"Web Identity architect"
"SOFTWARE GROUP"	"Lotus Partner Marketing"
"SG&A"	"Tape Test"
"6"	"WDSc for iSeries"
"PUBLIC SECTOR"	"Client Solution Exec, IGS/NS - Americas"
"REAL ESTATE"	"Territory Solution And Services Leader Carolinas  MidMarket"
"2"	"EMEA NO&MS Solution Manager"
"TG STAFF"	"East Fishkill Site Controller"
"GS"	"Managerin C&N Contract Specialists"
"SOFTWARE GROUP"	"Lotus WW Business Development Manager"
"SYS GROUP MFG"	"Expense/Resource Analyst Fed CSO and Supply Mgement. Expense Exception Co-ordinator for Cust Fulfillment"
"NONE"	"Campus Business Development and Innovation Manager"
"SG&A"	"P6 GXC Design Engineer"
"REAL ESTATE"	"SDC MANAGER"
"HUMAN RESOURCES"	"Global Expertise Management"
"REAL ESTATE"	"Territory Manager (TM), NNE SMB, M&D"
"TG STAFF"	"HR Partner"
"2"	"Senior Consultant"
"REAL ESTATE"	"Account Representative - SMB Distribution Sector for Los Angeles/Ventura/Santa Barbara"
"PUBLIC SECTOR"	"Windows/Linux System Administrator"
"SYS GROUP MFG"	"Manager, Integrated Demand / Supply Planning and Execution Transformation, ISC BT"
"REAL ESTATE"	"WW Re-engineering Partner - Global Sectors"
"PUBLIC SECTOR"	"Advisory I/T Specialist, Financial Information Applications"
"PUBLIC SECTOR"	"Director, PE Enablement and Customer Relationships"
"PUBLIC SECTOR"	"Senior IT Specialist"
"REAL ESTATE"	"Storage Specialist Software Sales, NY Financial"
"HUMAN RESOURCES"	"Vice President, Human Resources On-Demand"
"SYS GROUP MFG"	"Billing Representative"
"SOFTWARE SALES"	"WW IMC Campaign Manager-Healthcare & Life Sciences"
"SOFTWARE SALES"	"WW IMC Lead for SAP Alliance"
"REAL ESTATE"	"Territory Manager - Cinci/Dayton/Kentucky -- Small & Medium Business"
"WW SALES"	"Consulting IT Specialist"
"NONE"	"Distinguished Engineer, Systems Group"
"PUBLIC SECTOR"	"Transformation Manager/Process Mentor"
"PUBLIC SECTOR"	"Development Team Lead - BluePages"
"0"	"Application Programmer"
"SG&A"	"eServer InfiniBand Program Manager, Certified PMP"
"REAL ESTATE"	"Americas Communications - Finance/Operations"
"2"	"Manager, SO Information"
"WW SALES"	"IBM Tivoli Testing"
"2"	"e-business Solutions project manager"
"FN"	"Analyst representative / Operations / Montreal"
"FINANCE"	"Software Engineer"
"REAL ESTATE"	"SENIOR SALES SPECIALIST"
"SYS GROUP MFG"	"Business Operations Manager CRO WEST- A/R,CRR"
"WW SALES"	"Director, Product Information Management, Market Development"
"0"	"Staff Human Resource Professional"
"REAL ESTATE"	"IBM Latin America General Manager"
"STRATEGIC OUTSOURCING"	"Manager, Strategic and Management Communications, IBM Global Services Communications"
"TG STAFF"	"ASIC Hardware Emulation and EDA Tools"
"RESEARCH"	"RSM"
"SYS GROUP MFG"	"Director of Operations, CSO"
"IS"	"Sr Cons IT Specialist Systems Products"
"HUMAN RESOURCES"	"Corporate Learning"
"STRATEGIC OUTSOURCING"	"Director, Learning Solutions Development"
"TG STAFF"	"Client Executive, WW STG Sales into IBM Global Services"
"PUBLIC SECTOR"	"Hardware Business Practices Development, Systems Group (including zSeries, ESS, On-Demand)"
"PUBLIC SECTOR"	"Principal, Travel & Transportation Consulting"
"TG STAFF"	"Foundry Product Marketing"
"WW SALES"	"SWG, Rational Brand Security and Compliance Lead"
"NONE"	"CGW EMEA COORDINATOR and TA Suite SME"
"HUMAN RESOURCES"	"N/A"
"PUBLIC SECTOR"	"Project Manager"
"2"	"University Relations-AIM Paris Laboratory"
"STRATEGIC OUTSOURCING"	"ITS PARTS PLANNING ANALYST"
"STRATEGIC OUTSOURCING"	"Executive Consultant, IGS HR, Commercial Alliances, Cultural Transformation & Org. Change"
"SG&A"	"Vice President, Systems Development"
"TG STAFF"	"P7M Logic Design"
"REAL ESTATE"	"NA SMB Market Intelligence Lead for Latin America"
"TG STAFF"	"ASIC Applications Engineering - Packaging Specialist"
"PROCUREMENT"	"Global Commodity Manager - Storage"
"FN"	"Lotus Domino Tools Developer"
"2"	"Internal Education Progr"
"NONE"	"Marketing Manager Public Sector"
"2"	"Chef des Achats IBM Région Ouest"
"WW SALES"	"STSM: Industry Solutions"
"RESEARCH"	"Director, Venture Selection and Management"
"REAL ESTATE"	"Client IT Architect-Bank of America"
"PUBLIC SECTOR"	"Managing Consultant"
"2"	"General Manager, Strategic Outsourcing, EMEA"
"2"	"Client manager"
"NONE"	"IGS BDE Communication Sector"
"80"	"SYSTEMS OPERATIONS SENIOR SPEC"
"SOFTWARE GROUP"	"Software Engineer"
"NONE"	"Software Enginer"
"PUBLIC SECTOR"	"I/T Architect"
"SMB FINANCE"	"IBM Global Finance - Credit Methodology"
"SOFTWARE GROUP"	"Executive IT Architect"
"2"	"PanEMEA SAP Offering Solution Manager"
"NONE"	"AMS - Learning Technologies (WLS & CAS)  Manager"
"2"	"Senior IT Specialist"
"2"	"Client Unit Executive/Afdelingsdirektør - Distribution, Industrial, Communication, CSI  Sector Denmark"
"SOFTWARE GROUP"	"First Line Support Manager"
"IS"	"Mgr of SSD delivery - Global Value"
"WW SALES"	"Support Engineer, Tivoli Intelligent Orchestrator"
"SG&A"	"Sr. Project Manager, Lifecycle Operations  Team Leader, BTE Staff, IBM Systems Group"
"REAL ESTATE"	"Software Sales Representative for Business Partners - Chicago & Iowa"
"SMB FINANCE"	"Global Credit Methodology"
"HUMAN RESOURCES"	"Finance I/T Architecture"
"PUBLIC SECTOR"	"Business Advisor, Americas HCM"
"2"	"Senior Project Manager"
"2"	"Geodis and Sernam PE - Sysmedia  Manager - IGS SO West"
"2"	"Managing Consultant"
"2"	"IBM Sales Executive - On assignment in Avnet Europe -"
"2"	"Redacteur des Cahiers Point Service S/390-pSeries-Reseaux"
"2"	"Charge de missions"
"HUMAN RESOURCES"	"Provide leadership for Treasury Operations Business Controls"
"REAL ESTATE"	"Business Unit Executive, Americas - Voice & Data"
"NONE"	"Senior Project Manager"
"HUMAN RESOURCES"	"Manager, Finance Business Intelligence & Audit"
"2"	"Configuration Manager"
"2"	"One Web Team Manager ibm.com West"
"FN"	"Unix IT Specialist"
"SALES & DISTRIBUTION"	"Solution Catalog Knowledge Manager"
"2"	"IT Architect (ebHS)"
"SMB FINANCE"	"Director, IGF Global Consolidation & Operations"
"2"	"ASSOCIATE MARKET INTELLIGENCE SPECIALIST (ADVANCED"
"SEC F&S OPS"	"IGF National Sales Manag"
"WW SALES"	"Vice President, Business Performance Management - Assistants Shared ID: WBIARCH ADM/SOMERS/IBM"
"RESEARCH"	"RSM"
"SYS GROUP MFG"	"Business Process Consultant - Integrated Supply Chain Software Delivery and Fulfillment"
"SALES & DISTRIBUTION"	"Global Electronics Industry - On Demand and Special Projects Lead"
"TG STAFF"	"Principal - Engineering & Technology Services - Solutions"
"STRATEGIC OUTSOURCING"	"Global Service Operations Mgmt - IBM Global Account"
"REAL ESTATE"	"Director Americas Internal & Executive Communications"
"REAL ESTATE"	"IBM Client Executive - NYSE, SIAC, Amex, DTCC"
"PUBLIC SECTOR"	"Systems Analyst"
"REAL ESTATE"	"IMC Manager, Interactive"
"SOFTWARE SALES"	"writer/editor, Selling for IBM"
"WW SALES"	"DB2 Cube Views Development"
"SOFTWARE SALES"	"VP, Global Web Sales Execution & Enablement, ibm.com"
"2"	"Directeur IBM Region Est - BDE Region Est"
"2"	"Channel Enablement Marke"
"64"	"Territory Sales Manager (Atl/SWO/West)"
"SI"	"IT Architect, Infrastructure Services Delivery West, IGS"
"REAL ESTATE"	"Client Manager"
"PUBLIC SECTOR"	"Center Manager, IBM Center for e-Business Innovation, Washington, DC"
"SOFTWARE SALES"	"Internal & Executive Communications, ibm.com"
"FINANCE"	"Program Director, Call Centers and Voice Portal Segment"
"PUBLIC SECTOR"	"Project Executive, Marsh & New York Life"
"PUBLIC SECTOR"	"Solution Manager BCS/AMS"
"DEVELOPER RELATIONS"	"GM, ISV & Developer Relations"
"TG STAFF"	"Production Technician"
"STRATEGIC OUTSOURCING"	"Rochester Support Center, Technical Support Delivery Manager:  iSeries Software"
"FINANCE"	"PVC Services for the Americas"
"EL"	"Manager, Business Process Solutions Development 1"
"TG STAFF"	"617 N8 Test Manager"
"SOFTWARE SALES"	"Program Mgr, IBM Professional Certification / PW Skills Enablement"
"REAL ESTATE"	"eServer Territory Manager - Western PA & WV"
"0"	"Application programmer"
"SG&A"	"High End Server Development"
"TG STAFF"	"Design Release/DRC Support"
"HUMAN RESOURCES"	"Director, Technology Innovation - IBM CIO"
"2"	"Manager - Personal System Sales"
"FN"	"Advisory Project Manager"
"PUBLIC SECTOR"	"PSO Strike Team Transition Manager"
"PUBLIC SECTOR"	"Systems Engineering & Architecture, ibm.com Blue Horizon Configurator"
"SYS GROUP MFG"	"Manager, ISC Configuration Management, e-config HW Development"
"PUBLIC SECTOR"	"Vice President, Energy & Utilities, IBM Global Services"
"WW SALES"	"Manager, Solutions Architecture"
"HUMAN RESOURCES"	"Senior Communications Specialist"
"STRATEGIC OUTSOURCING"	"Business Development Manager,Cisco Alliance"
"SOFTWARE SALES"	"VP, SMB PeopleSoft"
"STRATEGIC OUTSOURCING"	"Worldwide Segment Mgr. / IBM CRISIS RESPONSE TEAM"
"PUBLIC SECTOR"	"Senior Manager, Enterprise Support Services"
"SG&A"	"Senior Counsel, Intellectual Property Law"
"0"	"IT Specialist"
"17"	"Associate IT Architect"
"SG&A"	"iSeries Java Team Lead"
"NONE"	"Program Manager, Global Customer Information"
"NONE"	"Networking&Connectivity Sales Specialist"
"PUBLIC SECTOR"	"Transition Management"
"17"	"Professional Development Manager"
"WW SALES"	"WW Industry Solutions Proof of Value (Mark Bishof's Org)"
"STRATEGIC OUTSOURCING"	"Principal, IGS Learning, SO Client Learning Leader"
"TG STAFF"	"SiGe Device Modeling"
"HUMAN RESOURCES"	"Portfolio Manager HR USA IT"
"HUMAN RESOURCES"	"CHQ Resource Planner - HR F&P"
"PUBLIC SECTOR"	"VP, Global Project Executive - Deutsche Bank - IBM Global Services - North Region, UK"
"2"	"EXECUTIVE,IGS,TAIWAN"
"MARKETING"	"MGR National ECCC"
"HUMAN RESOURCES"	"Manager, Internal and Executive Communications, Enterprise On Demand Transformation  Communications"
"PUBLIC SECTOR"	"Midwest Server Team - Honeywell"
"2"	"System Tester"
"TG STAFF"	"STI Design Center - Microprocessor Logic & Verification"
"TG STAFF"	"ASIC Field Design Center Engineer"
"PUBLIC SECTOR"	"Information Developer"
"NONE"	"Manager Dublin Software Lab"
"STRATEGIC OUTSOURCING"	"Managing Consultant, On Demand Infrastructure"
"STRATEGIC OUTSOURCING"	"Business Partner PC Warranty Service & Programmes"
"STRATEGIC OUTSOURCING"	"eSupport & Helpcentre Operations manager"
"PUBLIC SECTOR"	"Mgr VM Service Delivery Americas and Operating Systems Platforms"
"WW SALES"	"VP,  WW Industry Solution Sales"
"STRATEGIC OUTSOURCING"	"IGS Strategy"
"PUBLIC SECTOR"	"Operations Manager - eTC Architecture Services, Sr. Project Manager, PMP (ReCertified 2004)"
"TG STAFF"	"*"
"0"	"Consultant - Manager"
"STRATEGIC OUTSOURCING"	"Business Operations Manager - MPM"
"STRATEGIC OUTSOURCING"	"Account Customer Engineer"
"PUBLIC SECTOR"	"Advisory I/T Specialist"
"SYS GROUP MFG"	"Advanced Manufacturing team"
"SOFTWARE SALES"	"IBM Healthcare and Life Sciences,  Internal and Thought Leadership Programs"
"PUBLIC SECTOR"	"Dallas eGlobal ServicePac Support"
"0"	"Team Lead, Engineering  (Test, Network & MEIT)"
"FINANCE"	"Industrial Lifecycle Team Leader"
"SYS GROUP MFG"	"Administrative Assistant to Kathy Dunham, Nancy Whetstone, Daryl Schultz"
"HUMAN RESOURCES"	"ODW Learning Architecture / Collaboration"
"NONE"	"Senior Consultant"
"NONE"	"IT Architect"
"NONE"	"Project Manager, Engagement Services Nordic"
"WW SALES"	"Service Delivery Manager"
"WW SALES"	"Security Development"
"REAL ESTATE"	"Territory Sales Rep - Iowa"
"STRATEGIC OUTSOURCING"	"Director of Global Operations"
"SOFTWARE SALES"	"Global Business Partner, Channel Management & Strategy"
"REAL ESTATE"	"Software Sales Rep, State Farm"
"PUBLIC SECTOR"	"Vice President - Services, UnitedHealth Group"
"SG&A"	"HR Partner-Microprocessor Tech Dev (Mark Papermaster);Systems Design (Tony Befi);Systems Tech(Rick Baum)"
"GS"	"IT-Architect"
"SMB FINANCE"	"General Manager, Edmonton and Public Sector Alberta"
"PUBLIC SECTOR"	"Delivery Project Executive, BMS Heritage"
"PUBLIC SECTOR"	"Manager, SDC-NE Commercial Project & Transition Services"
"PUBLIC SECTOR"	"Knowledge and Learning Specialist"
"SOFTWARE SALES"	"Manager, Regional System Integrator and Regional ISV Sales Support"
"SYS GROUP MFG"	"zSeries Server Test Process"
"SEC F&S OPS"	"National Account Sales Executive"
"SG&A"	"Distinguished Engineer eServer Software Design"
"REAL ESTATE"	"Business Development Executive"
"SYS GROUP MFG"	"Manager,  e-Admin/e-Support Teleweb Applications"
